,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
10,2cdaacf5-bb71-4a4a-bf76-3e49a48b8d98,Rihlan Hawari,https://play-lh.googleusercontent.com/a/AAcHTtfBYoGLMW-TTSfEvA_EYh2l9BUNFUA6b_lOmBuZoI8=mo,Keren pokok nya,5,0,1.4.0,2023-08-04 19:28:40,"Hello Bapak/Ibu, terima kasih atas ulasannya. Kami berharap Bapak/Ibu dapat terus menikmati fasilitas dan kemudahan dalam menggunakan D-Bank PRO. D-Bank PRO Aplikasi Satu Kendali!",2023-08-05 13:02:46,1.4.0
11,60e66a50-9fb9-46d7-9bfc-6c26c2da12ea,Alif Fudin,https://play-lh.googleusercontent.com/a-/AD_cMMQXaFx4zNOf445bpoODwYJgUMSO8tagMCGDwQDpXX-UVqY,lemot,2,0,1.4.1,2023-08-04 18:23:48,"Hello Bapak/Ibu, maaf atas ketidaknyamanannya. Mohon lakukan clear cache aplikasi D-Bank PRO, pastikan jaringan data stabil & tidak menggunakan wifi. Jika masih terkendala, kirim detail problem dan screenshot ke email hellodanamon@danamon.co.id dengan subject: Review – (Nama nasabah) atau hubungi Hello Danamon 1-500-090. Terima kasih.",2023-08-05 13:02:15,1.4.1
12,d95aee27-aa16-4ccf-b735-edbb554dc4a7,Mar disini,https://play-lh.googleusercontent.com/a-/AD_cMMSuBMzpJOyXrpf45MNXW6m1xpxafnA3iRzA-F6QpNdaew,"Masalah sudah terselesaikan. maaf, dan terimakasih.",5,1,1.4.1,2023-08-04 18:06:52,"Hello Bapak/Ibu, terima kasih atas ulasannya. Kami berharap Bapak/Ibu dapat terus menikmati fasilitas dan kemudahan dalam menggunakan D-Bank PRO. D-Bank PRO Aplikasi Satu Kendali!",2023-08-05 13:01:50,1.4.1
13,3baabd0b-5ebd-4008-b07f-c247009a4a59,Pria Tampan76,https://play-lh.googleusercontent.com/a-/AD_cMMRB5Ai6X2mlYPCFG3O2toj7JViABcQck6i_4dZEa3LnHg,"Hallo Danamon, klau sy Telp Banking sy bisa Aktif ga ? ( Sy mau buka Pin yg ke Blokir )",2,0,1.4.1,2023-08-04 06:19:52,"Hello Bapak/Ibu, maaf atas ketidaknyamanannya. Bapak/Ibu dapat menghubungi layanan telepon Hello Danamon 1-500-090 untuk buka blokir PIN kartu ATM ataupun buka blokir MPIN aplikasi D-Bank Pro. Terima kasih.",2023-08-04 13:54:36,1.4.1
14,185393d6-30cc-41b7-9268-f5241dbafa8f,Janoer channel,https://play-lh.googleusercontent.com/a-/AD_cMMQLkmrPZz7yYZlmBgFmRBwy_WBYYbSmGjDqW9m3Jz8U2g,Gara gara cuman tanda tangan beda dikit Ganti kartu atm malah ngak jadi Udah gitu duit malah anguss,1,0,,2023-08-04 05:15:14,"Hello Bapak/Ibu, maaf atas ketidaknyamanannya. Untuk respons & bantuan lebih cepat silakan sampaikan detail kendala yang dialami melalui email hellodanamon@danamon.co.id dengan subject: Review – (Nama nasabah) atau hubungi Hello Danamon 1-500-090. Terima kasih.",2023-08-04 13:46:22,
15,8f5c8828-7b70-414d-bd70-b65ec743c903,Endon Ogan,https://play-lh.googleusercontent.com/a-/AD_cMMQsRE8nPjISwecD73xnJ2R5m3mr-unDcnGv5unU6I4eEzY,Proses aktivasi tdk memiliki Batas,5,0,1.4.1,2023-08-03 11:31:06,"Hello Bapak/Ibu, terima kasih atas ulasannya. Kami berharap Bapak/Ibu dapat terus menikmati fasilitas dan kemudahan dalam menggunakan D-Bank PRO. D-Bank PRO Aplikasi Satu Kendali!",2023-08-03 13:29:40,1.4.1
16,02ec9d6f-cf9b-4e7e-bdae-0901b32b7a59,Jimilin Hihyeng,https://play-lh.googleusercontent.com/a-/AD_cMMSxlmM9R3yHxSLLNwBNwP9I_31KjLfbcG6zogG3P-egMEs,Mntap,5,0,1.4.1,2023-08-02 12:59:34,"Hello Bapak/Ibu, terima kasih atas ulasannya. Kami berharap Bapak/Ibu dapat terus menikmati fasilitas dan kemudahan dalam menggunakan D-Bank PRO. D-Bank PRO Aplikasi Satu Kendali!",2023-08-02 13:02:20,1.4.1
17,9aa7c993-26c8-4249-b181-155f5e54e344,Joker Joker,https://play-lh.googleusercontent.com/a-/AD_cMMTdPOTCxWg976dFnAwCbboSLVKVZjabaBfrUzcIpPIoBg,"Akun udah terdaftar tapi pas mau login eh malah kata sandi yg salah padahal kata sandi udah benar,tolong hapus data saya kalau terjadi apa² saya tidak bertanggung jawab dan yg parah lagi akun saya terkunci bacaannya",1,1,1.4.1,2023-08-02 02:53:24,"Hello Bapak/Ibu, maaf atas ketidaknyamanannya. Mohon pastikan data-data yang diinput saat login telah sesuai. Jika data Bapak/Ibu telah terblokir maka dapat menghubungi layanan Hello Danamon di 1-500-090. Sebagai informasi, saldo yang tersedia tetap aman, meskipun akun aplikasi D-Bank Pro yang Bapak/Ibu miliki terblokir. Terima kasih.",2023-08-02 13:00:59,1.4.1
18,1f4eda5d-93da-4d2b-8ca3-81693d59c434,juku eja,https://play-lh.googleusercontent.com/a/AAcHTtdbFIyc-flPsi-Ys8C4lpguI8bjBXwQJ0mR95njkHIy=mo,Test dulu bos quuu,4,0,1.4.1,2023-08-01 15:26:59,"Hello Bapak/Ibu, terima kasih atas ulasannya. Untuk detail informasi produk/program Danamon, silakan hubungi Hello Danamon di 1-500-090 atau melalui email hellodanamon@danamon.co.id. Terima kasih.",2023-08-02 12:58:08,1.4.1
19,6b102e63-7b60-47cf-a6cf-949a563c0746,Fa'i a.r,https://play-lh.googleusercontent.com/a-/AD_cMMTldyb0d_KWIi3M1wcYFKt_lba7zcxPzid7tWgS1ZjctJU,Memudahkan segala transaksi dan pembelian apapun melalui m-banking,5,1,1.4.0,2023-08-01 11:36:28,"Hello Bapak/Ibu, terima kasih atas ulasannya. Kami berharap Bapak/Ibu dapat terus menikmati fasilitas dan kemudahan dalam menggunakan D-Bank PRO. D-Bank PRO Aplikasi Satu Kendali!",2023-08-01 12:11:16,1.4.0
20,f381653f-381e-490b-bec5-222e25180520,Royke Albert Sondakh,https://play-lh.googleusercontent.com/a/AAcHTtfnHG_ksEV_BUc0Fid207OARH7JERuzpOkR5zHQZTfn=mo,Bukannya memudahkan malah bikin sulit.... kenapa tidak ikut aplikasi BCA yg mudah untuk di gunakan mulai dengan cara aktivasi juga cara penyelesaian masalah....hanya nama mobile banking tapi jika ada masalah tidak dapat di selesaikan secara mobile,1,0,1.4.0,2023-08-01 08:33:12,"Hello Bapak/Ibu, maaf atas ketidaknyamanannya. Untuk respons & bantuan lebih cepat silakan sampaikan detail kendala yang dialami melalui email hellodanamon@danamon.co.id dengan subject: Review – (Nama nasabah) atau hubungi Hello Danamon 1-500-090. Terima kasih.",2023-08-01 12:10:48,1.4.0
21,2579ddb5-6e79-47db-949a-db2482e1123f,Sani Ati,https://play-lh.googleusercontent.com/a/AAcHTtc2YoFhwnTC7sdDPtzg7CxWqY2EszTQjKtAbRxYr_Xh=mo,Tolonglah ini kenapa error mulu sihh?-_-,2,0,1.4.1,2023-08-01 08:29:28,"Hello Bapak/Ibu, maaf atas ketidaknyamanannya. Mohon lakukan clear cache aplikasi D-Bank PRO, pastikan jaringan data stabil & tidak menggunakan wifi. Jika masih terkendala, kirim detail problem dan screenshot ke email hellodanamon@danamon.co.id dengan subject: Review – (Nama nasabah) atau hubungi Hello Danamon 1-500-090. Terima kasih.",2023-08-01 12:09:50,1.4.1
22,7d5a4727-8790-4813-92e2-f034498562f3,Andi Deathz,https://play-lh.googleusercontent.com/a-/AD_cMMQ61eLfdIplwRZHk729KU-Hu1aYvSGiMJNbLW7zkVDY69Y,Tidak bisa melakukan transaksi transfer... Tolong di perbaiki,2,0,1.4.1,2023-08-01 03:52:47,"Hello Bapak/Ibu, maaf atas ketidaknyamanannya. Mohon pastikan nomor rekening tujuan sesuai, rekening aktif, kartu ATM tidak kedaluwarsa & PIN ATM tidak terblokir. Jika masih terkendala, kirim detail problem dan screenshot ke email hellodanamon@danamon.co.id dengan subject: Review – (Nama nasabah) atau hubungi Hello Danamon 1-500-090. Terima kasih.",2023-08-01 12:09:11,1.4.1
23,2679ec95-b52f-4df8-8060-c1801dd65570,Denz Pramana,https://play-lh.googleusercontent.com/a/AAcHTtc05AX0NKn_gzgz7Nl4sih7SKlHG8nPzzNfTma2vNNf=mo,Terima kasih Danamon akhirnya sudah bisa diatasi sangat cepat hanya butuh satu hari saja selebihnya bagus intinya proses cepat admin pemeroses Ramah sangat jelas menerangkan dan menjelaskan kesalahan dan perbaikan 🙏the best aplikasi bank,5,0,1.4.1,2023-08-01 02:32:59,"Hello Bapak/Ibu, terima kasih atas ulasannya. Kami berharap Bapak/Ibu dapat terus menikmati fasilitas dan kemudahan dalam menggunakan D-Bank PRO. D-Bank PRO Aplikasi Satu Kendali!",2023-08-01 12:06:21,1.4.1
24,dc84f301-d702-447e-857a-ab59095db055,Muchlas Kurniawan,https://play-lh.googleusercontent.com/a-/AD_cMMQe2Bu4QlLzqZaUak20Ka_9DzYR3hkFaf7eMKjEUe_vevY,Hari ini 01 Agustus 2023 apakah ada bug? Ga bisa scrol kebawah. Di aplikasi lain bisa ko.. cepet perbaiki woyy.. mau TF ini,1,0,1.4.1,2023-08-01 00:23:21,"Hello Bapak/Ibu, maaf atas ketidaknyamanannya. Mohon lakukan clear cache aplikasi D-Bank PRO, pastikan jaringan data stabil & tidak menggunakan wifi. Jika masih terkendala, kirim detail problem dan screenshot ke email hellodanamon@danamon.co.id dengan subject: Review – (Nama nasabah) atau hubungi Hello Danamon 1-500-090. Terima kasih.",2023-08-01 12:05:21,1.4.1
25,9f4e04ce-a5a2-43a9-8e12-a338b793bdc1,Rizky Tuner,https://play-lh.googleusercontent.com/a/AAcHTtdMaWrMVwaXLMGb4HtcMjzR5I_oyHcT2FTaHlAGsuZ0=mo,"Telepon customer service malah nyolot, saya bilang nanti saya lapor anda atas pelayanan yang buruk, malah jadi baik lagi Udah jelek pelayanan offline nya, ditambah pelayanan online nya pun jelek juga Parah banget ini danamon Kalo bukan rekening payroll Udah males pake danamon",1,0,1.4.1,2023-07-31 11:54:02,"Hello Bapak/Ibu, maaf atas ketidaknyamanannya. Untuk respons & bantuan lebih cepat silakan sampaikan detail kendala yang dialami melalui email hellodanamon@danamon.co.id dengan subject: Review – (Nama nasabah) atau hubungi Hello Danamon 1-500-090. Terima kasih.",2023-07-31 13:13:57,1.4.1
26,d71fcde2-f546-45ca-91d7-7a968d9d0d5e,Yahya Mamamudin,https://play-lh.googleusercontent.com/a-/AD_cMMRq7vJpLGsJv0wVXRDmasFcaZDmv6LAn8Sfq3OeiqfAmFI,Lengkap bisa topup ewalet,5,0,1.4.1,2023-07-30 14:14:25,"Hello Bapak/Ibu, terima kasih atas ulasannya. Kami berharap Bapak/Ibu dapat terus menikmati fasilitas dan kemudahan dalam menggunakan D-Bank PRO. D-Bank PRO Aplikasi Satu Kendali!",2023-07-31 11:20:09,1.4.1
27,637e3bf3-a3ef-4ee6-9201-26895f1f88a0,Satria Galunggung,https://play-lh.googleusercontent.com/a-/AD_cMMQ0Ve258_qcEpF5hoP3mGmewbXhXfk8Kt0jtLZqccn23g,"Bank tertolol yang pernah saya buka selama saya hidup, VC susah 2 minggu baru jadi rekening online, pas udah jadi masuk ke apk sialan ini, pasword bener bilang salah terus, rek baru jadi ID terblokir, biadab kalian, suruh tlv premium call, pulsa 10 ribu habis pake milih menu doang belum berbicara sama CS, makanya gw nobatkan bang ter tolol sejagad, bank kecil banyak tingkah dan gaya, idiot nya murni semenjak bank berdiri, satu kalimat buat kalian SEGERA BANGKRUT AJA BIAR GA BANYAK NYUSAHIN",1,0,1.4.1,2023-07-30 11:09:19,"Hello Bapak/Ibu, maaf atas ketidaknyamanannya. Mohon pastikan data-data yang diinput saat login telah sesuai. Jika data Bapak/Ibu telah terblokir maka dapat menghubungi layanan Hello Danamon di 1-500-090 atau silakan mengunjungi cabang Bank Danamon terdekat. Officer kami dengan senang hati membantu. Terima kasih.",2023-07-30 14:06:16,1.4.1
28,eb5a361f-5eaf-4d63-b091-936917b32bee,Wongso Samad,https://play-lh.googleusercontent.com/a-/AD_cMMTjQuNjXao_ekNmGpErOGOGmgVa69_iApOxK7RyYQ4RRMc,Jelek banget setiap masuk selalu ga bisa,1,0,,2023-07-30 08:44:44,"Hello Bapak/Ibu, maaf atas ketidaknyamanannya. Mohon pastikan data-data yang diinput saat login telah sesuai. Jika data Bapak/Ibu telah terblokir maka dapat menghubungi layanan Hello Danamon di 1-500-090. Terima kasih.",2023-07-30 14:04:50,
29,d1051815-b028-4861-9887-8fcbf8df705c,Budi Handjojo,https://play-lh.googleusercontent.com/a/AAcHTtcc1lot7_8nui_NCCUdzEPdwHImKnxNBQOlnfa69tt_=mo,top markotop,5,0,1.4.1,2023-07-30 07:29:12,"Hello Bapak/Ibu, terima kasih atas ulasannya. Kami berharap Bapak/Ibu dapat terus menikmati fasilitas dan kemudahan dalam menggunakan D-Bank PRO. D-Bank PRO Aplikasi Satu Kendali!",2023-07-30 14:04:31,1.4.1
30,daa514f1-5f80-4d92-9a5a-7a2bb4fef8df,Achmad Cnvs,https://play-lh.googleusercontent.com/a-/AD_cMMRtnmy6uyi_DSm6VE_GQOKfirO3KZuMyjEjGBWwgLzCcnM,"Ribet, keblokir harus kekantor cabang, email lengkap nomer hp ada, terlalu ribet",1,2,1.4.1,2023-07-29 18:00:58,"Hello Bapak/Ibu, maaf atas ketidaknyamanannya. Mohon pastikan data-data yang diinput saat login telah sesuai. Jika data Bapak/Ibu telah terblokir maka dapat menghubungi layanan Hello Danamon di 1-500-090. Terima kasih.",2023-07-30 14:01:34,1.4.1
31,da063075-c584-44a3-b12b-29bbaeaffe5c,Suryadi Rob,https://play-lh.googleusercontent.com/a-/AD_cMMQfaN8q6Y0wOdYaKVqUTUaoaq-R274E_DOzgCGIWC1jYrw,Mohon maaf terbaksa saya katakan kasih kalah jauh dari bank lain. Mikir 7x mungkin klo mau kerjasama. Karena sering update dan eror 🤦‍♂️,3,0,1.4.1,2023-07-29 17:52:02,"Hello Bapak/Ibu, maaf atas ketidaknyamanannya. Mohon lakukan clear cache aplikasi D-Bank PRO, pastikan jaringan data stabil & tidak menggunakan wifi. Jika masih terkendala, kirim detail problem dan screenshot ke email hellodanamon@danamon.co.id dengan subject: Review – (Nama nasabah) atau hubungi Hello Danamon 1-500-090. Terima kasih.",2023-07-30 14:00:58,1.4.1
32,4229ead9-3137-4b81-b222-75c68457bfd6,Ika Rhia,https://play-lh.googleusercontent.com/a/AAcHTtf9eXXCFX-jy3KPUd2OkgmLqbD-K35Ggpyr_nisNm26=mo,Susah kali pakai d bank ini..bolak balek transaksi gagal mulu😪😪 kendala teknis hampir tiap hari!!!!,2,0,,2023-07-29 15:40:06,"Hello Bapak/Ibu, maaf atas ketidaknyamanannya. Mohon pastikan nomor rekening tujuan sesuai, rekening aktif, dan PIN ATM tidak terblokir. Jika gunakan metode BI-Fast, pastikan nomor tujuan bukan merupakan nomor kartu kredit ataupun virtual account. Apabila masih tekendala, silakan email ke hellodanamon@danamon.co.id atau hubungi 1-500-090. Tks.",2023-07-30 14:00:03,
33,05799849-b124-4222-8f05-db24f416c9a5,Yanuar Rishandy,https://play-lh.googleusercontent.com/a-/AD_cMMRqPg33T_OVJ9iaukDGKRNNG5aC_YciJU24CMGoOES879Q,Mempermudah saya untuk transaksi apapun ... 👌👌👌👍👍👍 terima kasih D-Bank PRO ...,5,0,1.4.1,2023-07-29 10:30:45,"Hello Bapak/Ibu, terima kasih atas ulasannya. Kami berharap Bapak/Ibu dapat terus menikmati fasilitas dan kemudahan dalam menggunakan D-Bank PRO. D-Bank PRO Aplikasi Satu Kendali!",2023-07-29 14:55:31,1.4.1
34,f040d1ea-84b2-467f-b845-e98529156a0a,Teguh Wahyudi,https://play-lh.googleusercontent.com/a-/AD_cMMSdZi0zOVC8b9PvQbj9ND4yO7VO4tp4eGx5lQiOjr-KxxA,gk dapat cashback ternyata...sia² 1bulan uang 3.5jt disimpan🙃,1,0,,2023-07-29 09:43:27,"Hello Bapak/Ibu, maaf atas ketidaknyamanannya. Sehubungan dengan cashback yang belum diterima, silakan hubungi Hello Danamon di 1-500-090 atau melalui email hellodanamon@danamon.co.id. Terima kasih.",2023-07-29 14:53:01,
35,2c4b011c-4a65-4111-b5cd-a13120e7344f,Dedi Aryadi,https://play-lh.googleusercontent.com/a-/AD_cMMRGlym08yO34V94rCFT_X-OjBVK5wf5sEjPc3OGZ4HgZnQ,Keren D- bank pro,5,0,1.4.1,2023-07-29 05:38:29,"Hello Bapak/Ibu, terima kasih atas ulasannya. Kami berharap Bapak/Ibu dapat terus menikmati fasilitas dan kemudahan dalam menggunakan D-Bank PRO. D-Bank PRO Aplikasi Satu Kendali!",2023-07-29 14:55:48,1.4.1
36,ecda3e99-024a-4720-a4e8-8f7848b6c6d9,Yuliani Yuliani,https://play-lh.googleusercontent.com/a-/AD_cMMQXftJHWE6aXMkMQ4Kr8VxzUEhE_DZOPlhg6lkTC4-ItrI,"Aku sudah lama menjadi nasabah Bank Danamon, suka banget aman dan mudah, pelayanan juga the best . Terima kasih ya 😊🙏",5,0,1.4.1,2023-07-28 15:24:48,"Hello Bapak/Ibu, terima kasih atas ulasannya. Kami berharap Bapak/Ibu dapat terus menikmati fasilitas dan kemudahan dalam menggunakan D-Bank PRO. D-Bank PRO Aplikasi Satu Kendali!",2023-07-29 14:56:01,1.4.1
37,999cd8d3-07fb-412b-a544-6fae54113f80,Hacktiv 28,https://play-lh.googleusercontent.com/a-/AD_cMMQepvREqhNrHlNGs1fym65IdBVUzqydR6G-n_FuDUqZ3g,"Tolong update kemanan lebih diperketat. Terutama login biometrik. Jika ingin login, selain memasukkan password, harus juga menggunakan biometrik agar keamanan lebih ketat jika ada peretas yang ingin membobol akun nasabah.",4,1,1.4.1,2023-07-28 14:17:29,"Hello Bapak/Ibu, terima kasih atas saran dan masukan yang diberikan, ini akan menjadi masukan bagi kami untuk pengembangan selanjutnya & peningkatan kualitas D-Bank PRO untuk kenyamanan nasabah.",2023-07-29 14:50:51,1.4.1
38,3caa3ec0-9483-4b2e-bdce-462838248ee1,Parmono Edi Miarso,https://play-lh.googleusercontent.com/a/AAcHTtd_vWD7mH0oIP8mC3BzZ2INkol2mEKyEpY-u37Ji-Px=mo,Top,5,0,1.4.0,2023-07-28 12:01:59,"Hello Mr/Ms, thank you for the review. We hope you can continue to enjoy the facilities and convenience in using DBank PRO. D-Bank PRO Aplikasi Satu Kendali!",2023-07-28 14:06:03,1.4.0
39,4d1301f7-a3c8-4c73-b573-25b2fd368fd6,Agustine Sutanto,https://play-lh.googleusercontent.com/a/AAcHTtd72Vvfje9FNm8DzsnGHitD_lmuaBJKHPd7VnQPfFSw=mo,Good... thanks,5,0,1.4.1,2023-07-28 05:45:06,"Hello Mr/Ms, thank you for the review. We hope you can continue to enjoy the facilities and convenience in using DBank PRO. D-Bank PRO Aplikasi Satu Kendali!",2023-07-28 14:05:38,1.4.1
40,3a1b32bc-e4f7-4501-9c85-b465f103ed0e,Herul AG,https://play-lh.googleusercontent.com/a/AAcHTtfkctMSg7IBF4nDT2rW6lcsbzNpECp3-HXWwWx4fVfa1A=mo,Kenapa setelah update untuk aktivasi SMS gagal terus data semua masih sama,1,0,1.4.1,2023-07-28 01:55:15,"Hello Bapak/Ibu, maaf atas ketidaknyamanannya. Agar SMS verifikasi berhasil, mohon pastikan nomor handphone yang digunakan terdaftar pada bank saat registrasi/aktivasi/reaktivasi. Jika masih terkendala, kirim detail & screenshot ke hellodanamon@danamon.co.id subject: Review–(Nama nasabah) atau hubungi Hello Danamon 1-500-090. Terima kasih.",2023-07-28 14:04:22,1.4.1
41,0b6ce675-8d61-4658-ab39-f44251f58462,Riyan Andriansah,https://play-lh.googleusercontent.com/a/AAcHTte6CbXesLisJ2sAYiSSLo0YIDmBennKn9E2mYkLexM8=mo,"Susah banget dapet SMS verifikasi nya,udah dicoba berkali kali tetep aja ngga dapet SMS nya",1,0,,2023-07-27 12:12:03,"Hello Bapak/Ibu, maaf atas ketidaknyamanannya.
Agar SMS verifikasi berhasil, mohon pastikan nomor handphone yang digunakan terdaftar pada bank saat registrasi/aktivasi/reaktivasi.
Jika masih terkendala, kirim detail & screenshot ke hellodanamon@danamon.co.id subject: Review–(Nama nasabah) atau hubungi Hello Danamon 1-500-090. Terima kasih.",2023-07-27 13:44:54,
42,1e94c1fd-cd6a-402a-874d-81d92df73a69,nur hasanah,https://play-lh.googleusercontent.com/a-/AD_cMMS5T_xVn94fcqykvMkxmO57XfqHgd9p6e4Z8OhEK8sDSBp-,"Trimakasih,,,",5,4,1.3.9,2023-07-27 11:47:15,"Hello Bapak/Ibu, terima kasih atas ulasannya. Kami berharap Bapak/Ibu dapat terus menikmati fasilitas dan kemudahan dalam menggunakan D-Bank PRO. D-Bank PRO Aplikasi Satu Kendali!",2023-07-27 13:43:44,1.3.9
43,3f3f60a8-5c17-451f-a9e4-98f3ab14ef68,Muji Waluyo,https://play-lh.googleusercontent.com/a-/AD_cMMQwwHDfyNW246mc7ufLI-4vG_NqFRXXYopvBGQHlx8RTA,"Sudah verifikasi SMS ttep ga masuk kemobile banking nya, udh 2 kali loh pdhal, syang banget pulsanya",2,0,1.4.1,2023-07-27 09:51:36,"Hello Bapak/Ibu, maaf atas ketidaknyamanannya. Agar SMS verifikasi berhasil, pastikan nomor handphone yang digunakan terdaftar pada bank saat registrasi. Saat SMS terverifikasi, mohon tidak pilih tombol back. Silakan minimize menu SMS dan pilih aplikasi D-Bank Pro. Jika masih terkendala, hubungi 1-500-090 atau email hellodanamon@danamon.co.id. Tks.",2023-07-27 13:43:12,1.4.1
